gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,master's degree,standard,none,82,83,75
female,group A,bachelor's degree,standard,none,48,49,49
male,group D,master's degree,standard,none,87,82,85
male,group C,some high school,free/reduced,completed,49,40,44
male,group E,some college,free/reduced,completed,86,78,75
female,group C,some college,standard,completed,71,80,82
male,group D,bachelor's degree,free/reduced,completed,76,81,80
male,group C,bachelor's degree,standard,none,55,53,51
male,group B,some high school,standard,completed,48,53,46
male,group E,high school,standard,none,67,52,53
female,group C,associate's degree,standard,none,62,69,67
male,group D,some college,standard,completed,68,63,73
female,group D,some high school,standard,none,75,77,76
female,group C,some college,free/reduced,none,55,64,65
female,group E,some college,free/reduced,completed,41,58,59
male,group A,high school,standard,none,58,41,44
male,group D,some college,standard,none,93,77,83
female,group C,some college,free/reduced,none,20,34,32
male,group B,some high school,standard,none,93,87,73
male,group C,associate's degree,free/reduced,none,76,73,66
female,group D,bachelor's degree,standard,completed,67,76,84
male,group E,associate's degree,free/reduced,completed,98,100,93
male,group A,some high school,standard,completed,60,66,69
male,group A,bachelor's degree,standard,none,82,70,72
female,group B,associate's degree,standard,completed,54,73,64
male,group D,bachelor's degree,standard,none,51,47,45
male,group D,some high school,standard,none,65,68,61
female,group C,some college,standard,completed,67,92,90
female,group E,high school,free/reduced,completed,68,75,75
male,group B,some college,free/reduced,none,64,60,55
female,group B,associate's degree,standard,completed,57,85,86
male,group D,associate's degree,free/reduced,none,64,67,66
male,group B,associate's degree,free/reduced,completed,78,74,70
female,group E,some college,free/reduced,completed,71,91,81
male,group B,master's degree,free/reduced,none,49,52,54
male,group C,high school,standard,none,51,52,53
female,group E,master's degree,standard,none,82,95,90
female,group C,bachelor's degree,standard,completed,100,100,100
male,group C,high school,free/reduced,completed,49,50,46
female,group B,master's degree,free/reduced,completed,61,74,74
female,group B,high school,standard,completed,70,79,79
female,group C,some college,free/reduced,completed,64,80,66
male,group A,high school,standard,completed,70,72,78
male,group E,some high school,standard,none,97,88,76
female,group D,some college,standard,none,79,83,84
female,group C,associate's degree,standard,none,59,65,72
female,group C,bachelor's degree,free/reduced,completed,44,47,52
female,group C,master's degree,standard,completed,86,86,82
female,group B,high school,free/reduced,completed,43,58,54
female,group C,associate's degree,standard,completed,67,78,82
female,group B,master's degree,free/reduced,completed,55,69,60
female,group D,some high school,standard,completed,100,95,100
male,group C,master's degree,free/reduced,completed,63,71,71
female,group C,some college,free/reduced,none,43,66,61
female,group E,high school,standard,none,53,54,45
female,group D,associate's degree,standard,none,69,66,65
male,group C,some high school,free/reduced,completed,47,52,52
male,group C,associate's degree,free/reduced,completed,65,71,60
male,group E,high school,standard,none,85,80,66
male,group D,some high school,standard,completed,59,67,72
male,group B,some high school,free/reduced,none,44,53,41
female,group C,bachelor's degree,standard,none,75,83,90
female,group E,associate's degree,standard,none,66,66,73
male,group D,some college,standard,completed,80,78,74
female,group B,some high school,standard,none,66,60,70
male,group D,some college,standard,completed,76,67,67
female,group C,master's degree,standard,completed,67,86,89
male,group D,associate's degree,standard,none,64,52,54
male,group C,some high school,free/reduced,completed,63,68,61
male,group E,high school,free/reduced,none,57,52,52
female,group B,some college,free/reduced,none,44,57,52
female,group B,bachelor's degree,free/reduced,none,75,76,73
female,group C,associate's degree,standard,completed,72,83,90
female,group D,some college,free/reduced,none,69,83,73
male,group C,associate's degree,standard,none,70,78,74
female,group B,associate's degree,standard,none,52,71,71
male,group C,some college,standard,none,64,44,45
male,group D,some high school,standard,completed,73,66,80
male,group E,bachelor's degree,standard,none,84,65,57
male,group E,high school,standard,completed,85,76,81
female,group B,some college,free/reduced,none,78,84,80
female,group B,some college,free/reduced,none,60,59,68
male,group D,some high school,free/reduced,completed,84,83,81
male,group C,some college,free/reduced,none,32,31,31
female,group C,high school,free/reduced,none,41,57,64
male,group C,associate's degree,free/reduced,completed,62,50,60
male,group E,high school,standard,completed,87,92,83
male,group B,some high school,standard,completed,83,81,71
female,group E,associate's degree,free/reduced,completed,78,84,87
female,group C,high school,free/reduced,none,38,46,34
male,group B,high school,free/reduced,none,65,81,65
male,group B,some high school,standard,completed,65,54,55
female,group D,high school,standard,completed,60,69,75
male,group B,associate's degree,standard,none,92,88,70
female,group C,some high school,free/reduced,none,52,70,60
male,group D,some high school,standard,none,90,76,75
female,group B,associate's degree,standard,completed,47,61,76
female,group E,master's degree,free/reduced,none,48,53,51
female,group C,some college,standard,none,74,70,69
male,group D,high school,standard,none,59,54,56
male,group A,some high school,free/reduced,none,69,72,66
female,group C,some college,standard,completed,89,99,94
male,group D,some college,standard,none,72,69,71
male,group C,associate's degree,standard,none,50,48,40
female,group B,bachelor's degree,standard,none,65,90,79
male,group E,some high school,standard,none,91,84,79
male,group C,bachelor's degree,standard,completed,81,86,82
male,group D,associate's degree,standard,none,78,80,80
male,group D,bachelor's degree,free/reduced,none,67,67,64
female,group D,some high school,standard,completed,66,65,70
male,group B,some college,standard,none,50,47,53
male,group C,associate's degree,standard,none,81,82,83
male,group D,high school,free/reduced,completed,74,67,66
female,group E,bachelor's degree,standard,none,84,87,83
female,group D,high school,standard,none,56,50,60
male,group E,some college,standard,none,59,53,44
male,group D,some high school,standard,none,71,69,73
male,group C,associate's degree,standard,none,82,76,74
male,group E,associate's degree,standard,none,90,81,71
female,group B,high school,standard,completed,57,71,72
female,group B,high school,standard,none,60,62,63
male,group C,high school,standard,none,72,59,50
male,group A,some high school,standard,completed,52,46,54
female,group D,some college,free/reduced,none,71,80,80
female,group B,some high school,standard,completed,63,74,70
male,group D,master's degree,standard,none,80,85,75
male,group D,high school,standard,none,56,52,55
female,group E,some college,standard,none,67,73,65
female,group C,associate's degree,free/reduced,none,64,73,65
male,group C,associate's degree,standard,completed,81,72,82
female,group B,some college,standard,none,73,70,77
female,group C,master's degree,free/reduced,completed,62,77,81
female,group C,some high school,free/reduced,completed,62,81,73
male,group C,some college,standard,completed,74,74,76
female,group C,some high school,free/reduced,none,41,51,51
female,group E,high school,standard,none,100,88,87
male,group D,high school,standard,none,81,75,71
male,group D,some high school,free/reduced,none,56,44,43
female,group C,bachelor's degree,standard,none,58,80,86
female,group D,high school,standard,none,65,76,79
female,group D,associate's degree,standard,completed,91,97,91
female,group E,some college,free/reduced,none,75,74,72
male,group C,bachelor's degree,standard,none,68,66,56
male,group C,some college,standard,none,56,48,45
female,group D,associate's degree,free/reduced,none,51,53,57
female,group D,some college,standard,none,62,73,67
male,group B,some college,standard,completed,85,90,71
male,group C,bachelor's degree,standard,none,83,83,68
female,group C,some high school,standard,completed,89,95,95
female,group E,high school,standard,completed,59,58,79
female,group C,some high school,free/reduced,none,67,86,75
male,group B,bachelor's degree,free/reduced,none,76,61,58
male,group D,high school,standard,none,51,53,45
male,group D,high school,standard,none,45,53,44
female,group D,bachelor's degree,free/reduced,none,69,80,80
female,group D,some college,free/reduced,completed,74,76,75
female,group B,some high school,standard,none,34,41,43
male,group B,associate's degree,standard,completed,77,85,77
male,group E,associate's degree,standard,completed,96,81,93
female,group B,some high school,standard,none,63,84,87
male,group B,bachelor's degree,free/reduced,none,89,79,74
male,group E,some high school,standard,completed,76,71,74
male,group C,associate's degree,standard,none,71,67,73
male,group D,some high school,standard,none,83,70,66
male,group C,some high school,standard,completed,67,64,62
female,group E,bachelor's degree,standard,none,65,76,72
male,group D,high school,free/reduced,completed,82,81,85
male,group B,associate's degree,free/reduced,none,67,64,65
male,group A,some high school,standard,completed,51,36,38
