gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,associate's degree,standard,none,93,91,85
male,group C,some college,free/reduced,none,77,80,70
male,group C,some high school,standard,none,70,68,67
female,group D,some college,free/reduced,none,54,70,69
female,group C,high school,standard,none,68,66,70
male,group D,associate's degree,standard,none,75,61,67
female,group C,some high school,free/reduced,completed,54,59,57
female,group C,some college,free/reduced,completed,61,69,69
female,group B,bachelor's degree,free/reduced,none,79,89,86
male,group C,some college,standard,none,69,78,59
male,group D,associate's degree,standard,completed,81,72,82
female,group C,high school,free/reduced,none,65,81,65
male,group D,associate's degree,free/reduced,none,49,60,45
female,group C,some college,standard,none,70,82,74
female,group C,associate's degree,standard,completed,68,84,79
female,group D,high school,standard,completed,73,75,73
female,group B,some college,standard,completed,54,61,69
female,group E,some college,standard,completed,70,77,76
female,group C,some high school,standard,completed,73,84,73
male,group D,associate's degree,free/reduced,none,84,70,83
male,group D,some college,free/reduced,none,68,65,56
female,group D,high school,standard,none,71,68,75
male,group B,high school,standard,none,57,73,60
male,group B,high school,standard,none,64,55,59
female,group C,some high school,free/reduced,completed,30,43,47
male,group B,some college,standard,completed,67,65,73
female,group E,master's degree,standard,completed,91,94,97
male,group E,some college,standard,completed,81,78,70
male,group D,associate's degree,free/reduced,none,79,83,78
male,group A,high school,free/reduced,none,53,60,42
male,group E,some college,free/reduced,none,96,95,79
female,group C,associate's degree,standard,none,52,58,55
female,group E,associate's degree,free/reduced,none,72,78,80
female,group C,bachelor's degree,free/reduced,completed,64,73,76
female,group D,associate's degree,standard,none,81,73,69
female,group C,some high school,standard,none,46,59,57
female,group D,some college,free/reduced,none,78,86,85
female,group C,associate's degree,standard,completed,73,84,93
female,group A,bachelor's degree,standard,none,58,75,65
female,group D,associate's degree,standard,completed,56,80,76
male,group C,high school,free/reduced,none,66,69,57
female,group E,bachelor's degree,standard,completed,77,84,81
female,group B,some high school,standard,none,57,64,70
male,group A,bachelor's degree,standard,completed,89,84,90
female,group D,some college,standard,none,68,59,70
female,group B,some high school,free/reduced,completed,63,61,68
male,group A,bachelor's degree,free/reduced,none,58,67,60
male,group D,high school,standard,none,49,37,36
male,group C,some college,standard,none,65,64,47
male,group D,high school,standard,none,85,90,84
female,group D,associate's degree,free/reduced,completed,44,64,58
male,group C,some college,standard,completed,97,82,86
female,group E,some high school,standard,completed,75,86,83
female,group D,some college,standard,none,100,100,100
male,group D,master's degree,standard,none,85,84,82
female,group B,some high school,standard,completed,64,67,77
female,group B,associate's degree,free/reduced,completed,73,94,82
male,group C,associate's degree,standard,completed,78,74,77
female,group C,associate's degree,standard,completed,99,92,96
female,group C,high school,standard,none,73,81,76
male,group E,associate's degree,free/reduced,completed,89,76,75
female,group C,some college,free/reduced,none,57,73,66
male,group D,some high school,free/reduced,completed,59,59,60
female,group B,some high school,free/reduced,completed,74,85,86
male,group C,high school,standard,none,46,44,41
male,group B,some college,standard,none,46,44,40
male,group E,some college,standard,completed,83,78,76
female,group E,associate's degree,standard,completed,68,78,75
male,group E,some high school,standard,completed,65,56,53
female,group D,high school,free/reduced,none,76,91,85
male,group C,some college,standard,none,53,43,35
female,group B,associate's degree,free/reduced,completed,69,72,81
male,group A,some high school,free/reduced,none,59,45,44
female,group C,some college,standard,completed,90,91,98
male,group D,some high school,standard,none,54,45,46
female,group E,some college,free/reduced,none,56,62,56
male,group C,master's degree,standard,none,70,52,56
male,group C,associate's degree,standard,none,88,77,86
female,group B,some college,free/reduced,completed,55,63,78
male,group D,associate's degree,standard,none,83,76,69
male,group C,high school,free/reduced,none,56,60,58
male,group D,bachelor's degree,standard,none,82,71,70
female,group A,associate's degree,free/reduced,none,39,55,54
female,group C,high school,standard,none,80,87,78
female,group C,associate's degree,standard,completed,60,70,75
male,group B,some college,free/reduced,none,57,55,51
male,group D,associate's degree,standard,none,71,83,70
male,group D,high school,standard,none,74,76,69
male,group C,some college,standard,none,74,69,71
female,group C,bachelor's degree,free/reduced,none,46,65,64
male,group B,some college,standard,completed,85,83,90
male,group D,some high school,standard,completed,67,69,67
male,group E,some college,standard,none,67,70,63
male,group C,master's degree,free/reduced,completed,79,80,76
female,group C,some high school,standard,completed,75,94,80
male,group C,associate's degree,free/reduced,none,53,52,54
female,group E,associate's degree,standard,none,89,98,97
male,group D,some college,standard,none,50,61,51
male,group E,bachelor's degree,free/reduced,completed,65,64,70
female,group D,some college,free/reduced,completed,49,54,66
male,group B,some college,standard,completed,70,80,76
female,group C,high school,free/reduced,none,54,67,61
female,group D,some high school,standard,none,51,56,57
male,group D,some high school,standard,completed,79,79,86
female,group B,high school,standard,none,63,64,61
male,group D,some college,standard,none,55,66,55
female,group B,high school,standard,none,69,76,70
female,group C,high school,standard,completed,54,71,77
male,group B,high school,standard,completed,73,67,58
female,group D,some high school,standard,none,71,72,80
male,group A,some college,free/reduced,none,61,65,60
male,group B,high school,standard,none,55,50,47
male,group D,bachelor's degree,standard,none,74,71,72
female,group B,some high school,free/reduced,completed,57,65,70
female,group C,bachelor's degree,free/reduced,none,61,81,79
male,group B,some college,standard,none,64,68,57
female,group B,some high school,free/reduced,none,51,61,53
female,group B,high school,standard,none,66,67,68
female,group C,some college,free/reduced,none,39,39,46
female,group A,some college,standard,completed,72,77,83
male,group E,associate's degree,standard,completed,89,88,82
female,group D,associate's degree,free/reduced,none,49,53,56
female,group B,master's degree,standard,none,77,87,87
female,group B,high school,free/reduced,completed,80,87,81
female,group C,associate's degree,standard,completed,55,59,63
male,group C,bachelor's degree,standard,completed,91,80,81
female,group B,some high school,standard,completed,33,54,39
female,group E,some high school,free/reduced,none,72,81,82
female,group B,some college,standard,none,18,39,28
male,group C,associate's degree,free/reduced,none,69,67,56
female,group C,master's degree,free/reduced,none,55,64,66
female,group B,high school,standard,none,48,67,58
female,group D,some college,free/reduced,none,65,67,67
male,group D,high school,free/reduced,none,64,72,68
male,group E,some high school,standard,completed,92,89,73
female,group B,high school,standard,none,45,49,49
female,group E,associate's degree,free/reduced,completed,60,70,76
male,group D,high school,standard,none,65,73,69
female,group E,associate's degree,free/reduced,none,65,87,76
male,group E,some college,standard,none,67,57,49
female,group C,associate's degree,standard,none,48,54,53
male,group C,some high school,standard,completed,72,69,73
male,group C,some high school,standard,completed,80,79,74
female,group E,associate's degree,standard,none,89,91,95
female,group B,some college,standard,none,84,87,83
female,group C,some college,standard,none,70,78,83
male,group A,some college,free/reduced,none,80,81,72
female,group D,some college,free/reduced,none,60,76,78
female,group E,high school,free/reduced,none,36,45,39
male,group C,high school,standard,none,91,70,69
male,group B,bachelor's degree,standard,none,61,58,53
male,group A,some high school,standard,none,52,35,40
male,group A,high school,free/reduced,none,43,45,47
female,group C,master's degree,standard,completed,56,65,63
male,group E,some high school,standard,completed,82,87,75
female,group C,high school,standard,none,73,77,78
male,group B,some high school,standard,completed,95,87,84
female,group A,bachelor's degree,standard,none,49,61,62
male,group D,bachelor's degree,free/reduced,completed,65,73,81
female,group B,high school,free/reduced,none,55,76,71
female,group C,some high school,standard,none,79,90,88
female,group A,some high school,standard,completed,86,93,88
female,group D,bachelor's degree,free/reduced,none,75,95,88
male,group E,some college,free/reduced,completed,44,50,49
female,group B,high school,free/reduced,none,74,89,86
female,group C,some high school,free/reduced,none,44,62,55
male,group C,high school,standard,none,59,62,54
female,group C,associate's degree,free/reduced,completed,61,73,70
female,group C,some high school,standard,none,61,72,71
female,group D,some high school,free/reduced,completed,73,81,82
male,group B,some high school,standard,none,66,58,52
